date,price
20110729,18408
20110801,18323
20110802,18197
20110803,18323
20110804,18313
20110805,18302
20110808,18471
20110809,18439
20110810,18313
20110811,18334
20110812,18365
20110815,18186
20110816,18102
20110817,18133
20110818,18165
20110819,18176
20110822,18176
20110823,18228
20110824,18281
20110825,18292
20110826,18471
20110829,18460
20110830,18186
20110831,18249
20110901,18207
20110902,18629
20110905,18682
20110906,18619
20110907,18661
20110908,18576
20110909,18861
20110912,18756
20110913,18998
20110914,18977
20110915,18946
20110916,19157
20110920,19294
20110921,19157
20110922,18935
20110926,18946
20110927,19441
20110928,19431
20110929,19378
20110930,19357
20111003,19167
20111004,19146
20111005,18925
20111006,18935
20111007,18872
20111011,18851
20111012,18861
20111013,18872
20111014,19188
20111017,19230
20111018,19283
20111019,19325
20111020,19294
20111021,19294
20111024,19304
20111025,19378
20111026,19410
20111027,19399
20111028,19241
20111031,19230
20111101,19220
20111102,19199
20111104,19642
20111107,19610
20111108,19726
20111109,19737
20111110,19547
20111111,19536
20111114,19114
20111115,18903
20111116,19136
20111117,19589
20111118,18935
20111121,19019
20111122,18956
20111124,18851
20111125,18872
20111128,19178
20111129,19262
20111130,19072
20111201,18745
20111202,18735
20111205,18861
20111206,18967
20111207,18998
20111208,19041
20111209,19041
20111212,18925
20111213,18756
20111214,18545
20111215,18703
20111216,18598
20111219,18703
20111220,18650
20111221,18714
20111222,18946
20111226,18798
20111227,18830
20111228,18851
20111229,18967
20111230,18756
20120104,18576
20120105,18598
20120106,18619
20120110,18534
20120111,18598
20120112,18566
20120113,18524
20120116,18545
20120117,18576
20120118,18619
20120119,18576
20120120,18576
20120123,18555
20120124,18619
20120125,18735
20120126,18798
20120127,18756
20120130,18766
20120131,18809
20120201,18872
20120202,18830
20120203,18735
20120206,18777
20120207,18787
20120208,18819
20120209,18777
20120210,18766
20120213,18819
20120214,18798
20120215,18861
20120216,18587
20120217,18450
20120220,18376
20120221,18439
20120222,18513
20120223,18566
20120224,18492
20120227,18576
20120228,18640
20120229,18671
20120301,18587
20120302,18598
20120305,18555
20120306,18619
20120307,18608
20120308,18661
20120309,18714
20120312,18692
20120313,18798
20120314,18819
20120315,18735
20120316,18777
20120319,18787
20120321,18735
20120322,18840
20120323,18925
20120326,18935
20120327,19019
20120328,18967
20120329,18946
20120330,18851
20120402,18861
20120403,18893
20120404,18798
20120405,18777
20120406,18735
20120409,18692
20120410,18692
20120411,18682
20120412,18692
20120413,18903
20120416,18893
20120417,19009
20120418,19019
20120419,19041
20120420,18903
20120423,18935
20120424,18935
20120425,18967
20120426,18903
20120427,18914
20120501,18724
20120502,18608
20120507,18671
20120508,18692
20120509,18576
20120510,18598
20120511,18608
20120514,18566
20120515,18460
20120516,18566
20120517,18587
20120518,19051
20120521,19431
20120522,19136
20120523,19315
20120524,19325
20120525,19252
20120528,19294
20120529,19188
20120530,19220
20120531,19220
20120601,19167
20120604,19273
20120605,19283
20120606,19262
20120607,19294
20120608,19294
20120611,19104
20120612,19041
20120613,19062
20120614,19062
20120615,19114
20120618,19072
20120619,19093
20120620,19009
20120621,19051
20120622,18956
20120625,18946
20120626,18914
20120627,18893
20120628,19019
20120629,21287
20120702,21498
20120703,22311
20120704,22290
20120705,22437
20120706,22564
20120709,23323
20120710,24842
20120711,24969
20120712,25201
20120713,25190
20120717,24136
20120718,25897
20120719,26203
20120720,25960
20120723,26551
20120724,26678
20120725,26498
20120726,29937
20120727,29906
20120730,29684
20120731,29663
20120801,29768
20120802,30306
20120803,30011
20120806,30370
20120807,30517
20120808,30496
20120809,30454
20120810,30254
20120813,30117
20120814,30222
20120815,30517
20120816,30623
20120817,30707
20120820,30707
20120821,30697
20120822,30633
20120823,30792
20120824,30749
20120827,30971
20120828,30749
20120829,30707
20120830,29157
20120831,27912
20120903,28608
20120904,28787
20120905,29463
20120906,29431
20120907,28903
20120910,28914
20120911,28671
20120912,28629
20120913,27057
20120914,26657
20120918,27268
20120919,27564
20120920,27300
20120921,30127
20120924,30380
20120925,30391
20120926,31361
20120927,31562
20120928,31678
20121001,31741
20121002,31699
20121003,31541
20121004,31752
20121005,31730
20121009,31678
20121010,31477
20121011,31667
20121012,31403
20121015,31604
20121016,31530
20121017,31456
20121018,31604
20121019,31604
20121022,31541
20121023,31477
20121024,31530
20121025,31752
20121026,31614
20121029,31393
20121030,31467
20121031,31541
20121101,31551
20121102,31699
20121105,31720
20121106,31825
20121107,31762
20121108,31857
20121109,31741
20121112,31963
20121113,32026
20121114,31920
20121115,31899
20121116,31846
20121119,31804
20121120,32079
20121121,30813
20121122,31098
20121126,34368
20121127,34473
20121128,35064
20121129,35095
20121130,35148
20121203,35338
20121204,35444
20121205,34526
20121206,34673
20121207,34695
20121210,34178
20121211,34726
20121212,34758
20121213,35074
20121214,34315
20121217,34304
20121218,34294
20121219,34948
20121220,35011
20121221,34906
20121225,35180
20121226,35285
20121227,35391
20121228,36003
20130104,36562
20130107,36477
20130108,36055
20130109,35633
20130110,35676
20130111,36256
20130115,36340
20130116,36509
20130117,36351
20130118,36403
20130121,36446
20130122,36361
20130123,37047
20130124,35929
20130125,35771
20130128,35781
20130129,35665
20130130,35581
20130131,35749
20130201,35707
20130204,35612
20130205,35834
20130206,35855
20130207,35602
20130208,35655
20130212,35676
20130213,35728
20130214,35865
20130215,35771
20130218,35771
20130219,35454
20130220,35486
20130221,35422
20130222,35581
20130225,35454
20130226,34695
20130227,34600
20130228,34842
20130301,34863
20130304,33524
20130305,33809
20130306,33608
20130307,33629
20130308,33724
20130311,33692
20130312,34093
20130313,33830
20130314,33714
20130315,33640
20130318,31973
20130319,31836
20130321,31477
20130322,31667
20130325,30686
20130326,30391
20130327,31140
20130328,31140
20130329,31393
20130401,31488
20130402,31435
20130403,31614
20130404,31994
20130405,31636
20130408,31825
20130409,31878
20130410,31868
20130411,31403
20130412,31414
20130415,31509
20130416,31741
20130417,31984
20130418,32142
20130419,32036
20130422,32258
20130423,32416
20130424,32342
20130425,32384
20130426,32015
20130430,31941
20130501,31657
20130502,31614
20130507,30138
20130508,29990
20130509,29737
20130510,29684
20130513,29062
20130514,28914
20130515,30391
20130516,30190
20130517,30285
20130520,30802
20130521,32427
20130522,32205
20130523,32173
20130524,31984
20130527,31825
20130528,31646
20130529,31920
20130530,31952
20130531,31277
20130603,31224
20130604,31245
20130605,31456
20130606,31425
20130607,31425
20130610,31498
20130611,31572
20130612,31340
20130613,31393
20130614,31530
20130617,31604
20130618,31688
20130619,30285
20130620,31815
20130621,31804
20130624,31794
20130625,31973
20130626,32026
20130627,31984
20130628,32026
20130701,32195
20130702,32184
20130703,32079
20130704,31720
20130705,31857
20130708,31836
20130709,31815
20130710,31868
20130711,31857
20130712,31931
20130716,31973
20130717,32100
20130718,32173
20130719,32184
20130722,32374
20130723,32490
20130724,32564
20130725,32290
20130726,32374
20130729,31646
20130730,31477
20130731,31604
20130801,31720
20130802,31899
20130805,32290
20130806,32406
20130807,31878
20130808,31720
20130809,31519
20130812,31235
20130813,31129
20130814,31530
20130815,31551
20130816,31530
20130819,31488
20130820,31783
20130821,31825
20130822,31562
20130823,31456
20130826,31572
20130827,31287
20130828,31203
20130829,30338
20130830,30159
20130902,30380
20130903,30549
20130904,30001
20130905,29853
20130906,29737
20130909,30201
20130910,30549
20130911,31446
20130912,31256
20130913,31382
20130917,31045
20130918,31055
20130919,30686
20130920,30254
20130924,30401
20130925,30771
20130926,31794
20130927,32184
20130930,32490
20131001,33112
20131002,32406
20131003,32543
20131004,32954
20131007,33640
20131008,34188
20131009,35138
20131010,35887
20131011,35591
20131015,34621
20131016,35022
20131017,34104
20131018,34621
20131021,35328
20131022,35887
20131023,35950
20131024,35897
20131025,35834
20131028,36034
20131029,35169
20131030,35022
20131031,34990
20131101,35475
20131105,35043
20131106,35043
20131107,34937
20131108,34716
20131111,34515
20131112,34863
20131113,34906
20131114,35222
20131115,35433
20131118,35317
20131119,35043
20131120,34969
20131121,34600
20131122,34631
20131125,34705
20131126,35296
20131127,34948
20131128,35148
20131129,35201
20131202,35211
20131203,34958
20131204,35085
20131205,34399
20131206,33925
20131209,34114
20131210,34167
20131211,35074
20131212,35422
20131213,35728
20131216,35475
20131217,35359
20131218,35391
20131219,35433
20131220,35707
20131224,35950
20131225,36382
20131226,37142
20131227,37131
20131230,37733
20140106,37838
20140107,37933
20140108,37754
20140109,37722
20140110,38028
20140114,38038
20140115,38302
20140116,38661
20140117,38851
20140120,39019
20140121,38798
20140122,40001
20140123,39937
20140124,39621
20140127,39790
20140128,39863
20140129,40053
20140130,40285
20140131,40359
20140203,40549
20140204,40507
20140205,40760
20140206,40612
20140207,40201
20140210,40211
20140212,40064
20140213,39800
20140214,39705
20140217,39652
20140218,39684
20140219,39536
20140220,39420
20140221,39252
20140224,39209
20140225,38903
20140226,38967
20140227,39188
20140228,39178
20140303,39336
20140304,39621
20140305,39209
20140306,39410
20140307,39811
20140310,40032
20140311,40043
20140312,40401
20140313,40222
20140314,39916
20140317,39906
20140318,40296
20140319,40338
20140320,40317
20140324,39906
20140325,40053
20140326,39230
20140327,39188
20140328,39157
20140331,39346
20140401,38576
20140402,39547
20140403,40254
20140404,40707
20140407,40296
20140408,39726
20140409,39093
20140410,40370
20140411,39642
20140414,41393
20140415,41551
20140416,41309
20140417,42173
20140418,41614
20140421,43017
20140422,43587
20140423,43355
20140424,43344
20140425,42754
20140428,43028
20140430,44315
20140501,43376
20140502,46140
20140507,46815
20140508,47026
20140509,47015
20140512,47490
20140513,47817
20140514,49262
20140515,49505
20140516,49283
20140519,49557
20140520,49958
20140521,50117
20140522,49673
20140523,49937
20140526,49673
20140527,50433
20140528,50813
20140529,50982
20140530,51551
20140602,51730
20140603,51667
20140604,50865
20140605,50507
20140606,51119
20140609,50486
20140610,50612
20140611,50538
20140612,51066
20140613,50538
20140616,50781
20140617,51087
20140618,52057
20140619,49390
20140620,51984
20140623,52205
20140624,52342
20140625,52163
20140626,52469
20140627,52954
20140630,54241
20140701,55169
20140702,48903
20140703,51161
20140704,52448
20140707,55834
20140708,55106
20140709,57891
20140710,58408
20140711,57332
20140714,57986
20140715,59441
20140716,60929
20140717,60222
20140718,59315
20140722,61266
20140723,64146
20140724,67764
20140725,67690
20140728,72764
20140729,71330
20140730,70771
20140731,72806
20140801,78197
20140804,77384
20140805,77427
20140806,77711
20140807,79790
20140808,83566
20140811,83956
20140812,83323
20140813,85686
20140814,87184
20140815,88176
20140818,91625
20140819,91414
20140820,91646
20140821,89768
20140822,90043
20140825,89779
20140826,90328
20140827,90454
20140828,90275
20140829,90254
20140901,90644
20140902,90465
20140903,90971
20140904,91403
20140905,89399
20140908,88840
20140909,88809
20140910,88988
20140911,89768
20140912,89705
20140916,89800
20140917,90960
20140918,90771
20140919,90707
20140922,90760
20140924,91340
20140925,89874
20140926,89368
20140929,88376
20140930,85749
20141001,87247
20141002,87036
20141003,87226
20141006,87005
20141007,84473
20141008,84273
20141009,84378
20141010,83450
20141014,84821
20141015,83492
20141016,82543
20141017,88123
20141020,86646
20141021,85201
20141022,84188
20141023,84178
20141024,83988
20141027,83249
20141028,86614
20141029,84842
20141030,84378
20141031,83724
20141104,83513
20141105,82342
20141106,81868
20141107,81509
20141110,81562
20141111,81256
20141112,80444
20141113,79526
20141114,80676
20141117,85929
20141118,86129
20141119,84895
20141120,86119
20141121,85222
20141125,85412
20141126,85802
20141127,85570
20141128,86667
20141201,87131
20141202,87954
20141203,88619
20141204,87574
20141205,86045
20141208,85233
20141209,85095
20141210,85792
20141211,83598
20141212,86846
20141215,85507
20141216,85633
20141217,86678
20141218,84515
20141219,82880
20141222,84209
20141224,83376
20141225,83598
20141226,84842
20141229,86825
20141230,87036
20150105,86224
20150106,85264
20150107,86203
20150108,85380
20150109,85676
20150113,81024
20150114,85517
20150115,86425
20150116,85433
20150119,86530
20150120,86604
20150121,85444
20150122,83260
20150123,82880
20150126,80053
20150127,79832
20150128,81815
20150129,82247
20150130,82290
20150202,82036
20150203,82553
20150204,82996
20150205,82828
20150206,83271
20150209,83271
20150210,81477
20150212,80718
20150213,78851
20150216,78650
20150217,79463
20150218,79051
20150219,78703
20150220,80233
20150223,79874
20150224,81773
20150225,81625
20150226,81446
20150227,79378
20150302,82353
20150303,83091
20150304,84378
20150305,84663
20150306,82659
20150309,80496
20150310,81309
20150311,81530
20150312,80201
20150313,79283
20150316,80939
20150317,81235
20150318,80285
20150319,78460
20150320,78545
20150323,77606
20150324,77437
20150325,79167
20150326,83070
20150327,82743
20150330,86720
20150331,87005
20150401,87057
20150402,85095
20150403,85897
20150406,85486
20150407,88576
20150408,87142
20150409,87163
20150410,86657
20150413,86287
20150414,83503
20150415,84389
20150416,83682
20150417,83102
20150420,80771
20150421,82975
20150422,80771
20150423,81614
20150424,85264
20150427,86403
20150428,83914
20150430,82395
20150501,83513
20150507,79146
20150508,78629
20150511,77954
20150512,78429
20150513,76076
20150514,75665
20150515,76245
20150518,76150
20150519,75960
20150520,75887
20150521,75380
20150522,75655
20150525,76013
20150526,76941
20150527,76108
20150528,76583
20150529,77912
20150601,76214
20150602,78155
20150603,78650
20150604,84346
20150605,91045
20150608,88482
20150609,86889
20150610,89568
20150611,92110
20150612,94209
20150615,105570
20150616,107184
20150617,105412
20150618,103060
20150619,101407
20150622,102690
20150623,104114
20150624,107638
20150625,105939
20150626,109220
20150629,105960
20150630,107743
20150701,109083
20150702,109568
20150703,109652
20150706,109209
20150707,109969
20150708,113271
20150709,115982
20150710,115222
20150713,115887
20150714,115771
20150715,115148
20150716,111910
20150717,112501
20150721,114019
20150722,114304
20150723,115117
20150724,113365
20150727,111287
20150728,118576
20150729,114610
20150730,118017
20150731,122416
20150803,121815
20150804,122026
20150805,117659
20150806,117648
20150807,114768
20150810,115686
20150811,118914
20150812,115865
20150813,114304
20150814,110739
20150817,109473
20150818,107237
20150819,109336
20150820,107996
20150821,107870
20150824,107437
20150825,106098
20150826,103144
20150827,103619
20150828,100908
20150831,102595
20150901,99684
20150902,100285
20150903,99304
20150904,102131
20150907,98777
20150908,97817
20150909,96709
20150910,96182
20150911,96825
20150914,96319
20150915,96551
20150916,99167
20150917,98239
20150918,97785
20150924,95834
20150925,95022
20150928,94948
20150929,96171
20150930,102427
20151001,99230
20151002,101214
20151005,100929
20151006,104304
20151007,112479
20151008,107131
20151009,103851
20151013,106108
20151014,102553
20151015,101034
20151016,100781
20151019,98988
20151020,97353
20151021,96614
20151022,97564
20151023,98872
20151026,103176
20151027,102321
20151028,102384
20151029,103249
20151030,102954
20151102,102585
20151104,102954
20151105,103133
20151106,104389
20151109,104969
20151110,107690
20151111,105422
20151112,103566
20151113,102522
20151116,94494
20151117,94473
20151118,90960
20151119,95581
20151120,90982
20151124,92047
20151125,98566
20151126,97089
20151127,96836
